Gesamtgewicht_Kg,Volumen_cbm,Warenwert_in_EUR,Gefahrgut,Startort,Destination,Termin_Destination,Entfernung_in_Km,LCL_LKW,FCL_LKW,Flugzeug,Seeeschiff
7727.5,6.735,82070,1,5,9,1,450,0,1,0,0
194.5,3.659,6150,0,4,9,0,260,1,0,0,0
10739.5,8.452,111580,0,5,8,1,650,0,1,0,0
6234.5,6.012,67105,1,1,9,1,650,0,1,0,0
9218,6.066,95725,1,5,7,0,1650,0,0,0,1
12156,7.188,125650,1,5,7,0,1650,0,0,0,1
213.5,4.416,6880,1,3,8,1,1100,0,1,0,0
235,3.994,6650,0,3,8,1,1100,1,0,0,0
1704,4.545,20760,1,4,6,1,2500,0,0,1,0
4626,4.217,49055,1,5,8,0,650,0,1,0,0
4705.5,5.606,51810,1,3,6,0,2200,0,0,0,1
9124.5,4.917,93925,0,2,6,1,2700,0,0,1,0
6117,4.092,64005,0,1,8,1,850,1,0,0,0
7673,6.701,81330,0,1,9,1,650,0,1,0,0
13677.5,8.229,140075,1,5,6,0,2200,0,0,0,1
4624.5,4.512,48240,0,4,8,0,800,1,0,0,0
15161,7.699,154220,0,5,6,0,2200,0,0,0,1
4682.5,5.042,50215,0,5,8,1,650,1,0,0,0
6137,4.535,65310,0,2,8,0,900,1,0,0,0
10659.5,6.438,108700,1,2,9,0,400,0,1,0,0
13626.5,7.709,140015,0,3,6,0,2200,0,0,0,1
4584.5,3.771,48160,0,3,7,0,1100,1,0,0,0
1622.5,3.473,19615,0,3,8,0,1100,1,0,0,0
13597.5,6.408,137545,0,3,10,1,12000,0,0,1,0
7642,5.528,80185,1,3,7,1,1100,0,1,0,0
4724,6.13,51495,1,4,8,1,800,0,1,0,0
1624.5,3.581,19145,1,1,10,1,11350,0,0,1,0
3131.5,3.166,33810,0,4,8,0,800,1,0,0,0
4678,5.095,51145,0,1,9,0,650,1,0,0,0
13610.5,6.776,138610,0,4,8,1,800,0,1,0,0
185,3.619,5370,1,2,9,0,400,0,1,0,0
203,3.849,5310,1,1,8,1,850,0,1,0,0
15137,7.726,154370,1,4,6,1,2500,0,0,1,0
4697,5.403,50800,0,5,10,0,11400,0,0,0,1
4698.5,5.502,50285,1,2,6,0,2700,0,0,0,1
4665.5,4.781,50340,1,2,6,0,2700,0,0,0,1
15155.5,7.469,154490,0,4,7,1,1300,0,0,1,0
6171,5.427,65435,1,4,10,0,12000,0,0,0,1
4698.5,5.697,51690,1,2,7,0,1200,0,1,0,0
147.5,3.068,4155,0,5,7,0,1650,0,0,0,1
7706,6.975,83110,1,2,9,0,400,0,1,0,0
3167.5,4.126,35925,1,4,10,1,12000,0,0,1,0
3138,3.713,34215,0,2,6,0,2700,0,0,0,1
4698.5,4.694,49650,1,4,10,1,12000,0,0,1,0
3205.5,4.497,36295,1,3,6,1,2200,0,0,1,0
4743.5,5.988,51955,0,5,6,0,2200,0,0,0,1
15195.5,8.185,155745,0,2,10,1,11000,0,0,1,0
4581,3.288,47795,1,3,7,0,1100,0,1,0,0
1721.5,4.217,20545,1,3,7,0,1100,0,1,0,0
160,2.375,4035,0,1,6,1,2000,0,0,1,0
7707,6.032,80635,0,5,10,1,11400,0,0,1,0
9126,5.745,94495,1,1,8,0,850,0,1,0,0
15192,7.645,154770,1,1,8,0,850,0,1,0,0
3224,4.964,36505,1,3,8,0,1100,0,1,0,0
13595,6.387,138830,0,1,10,0,11350,0,0,0,1
4646,5.437,50080,0,5,7,1,1650,0,0,1,0
7584.5,5.011,79240,0,3,6,0,2200,0,0,0,1
6095.5,3.754,64150,1,3,7,0,1100,0,1,0,0
6175,5.353,65065,0,3,7,0,1100,1,0,0,0
118,2.912,5235,0,3,6,0,2200,0,0,0,1
9096,5.194,94230,0,5,8,0,650,0,1,0,0
12230,7.81,126695,1,2,7,1,1200,0,1,0,0
15183.5,8.365,155045,1,1,10,0,11350,0,0,0,1
7619,5.782,79335,1,1,8,1,850,0,1,0,0
177,2.798,4580,0,4,10,1,12000,0,0,1,0
198.5,3.379,5950,1,2,7,0,1200,0,1,0,0
4652.5,5.123,49550,0,5,9,1,450,1,0,0,0
15161.5,7.962,155050,0,4,6,0,2500,0,0,0,1
113,2.446,4170,1,5,10,0,11400,0,0,0,1
198,2.642,5415,0,2,10,1,11000,0,0,1,0
6206.5,5.853,66190,0,5,10,1,11400,0,0,1,0
1569,2.649,17380,0,2,7,0,1200,1,0,0,0
10684,6.803,110055,1,3,7,0,1100,0,1,0,0
12175,7.036,125770,1,2,6,0,2700,0,0,0,1
4636,4.369,50220,1,3,10,1,12000,0,0,1,0
9173,6.455,95160,1,2,9,0,400,0,1,0,0
4638,4.427,48480,0,3,6,0,2200,0,0,0,1
12203,7.417,127025,1,1,8,1,850,0,1,0,0
7668,5.897,80790,0,1,9,1,650,0,1,0,0
4727,5.356,51300,1,4,6,0,2500,0,0,0,1
6260.5,6.975,67915,0,1,9,1,650,1,0,0,0
6159.5,5.296,64225,0,3,9,1,550,1,0,0,0
3192.5,3.521,34800,0,5,7,1,1650,0,0,1,0
7657.5,5.812,79660,1,2,10,0,11000,0,0,0,1
1643.5,3.886,19025,0,2,10,0,11000,0,0,0,1
1709.5,5.41,21480,0,5,8,1,650,1,0,0,0
10627,7.111,110155,0,5,7,0,1650,0,0,0,1
10679.5,6.705,109250,0,1,8,0,850,0,1,0,0
6230.5,6.451,67000,1,3,10,0,12000,0,0,0,1
10631.5,6.309,110130,1,2,10,0,11000,0,0,0,1
3122,3.886,34520,0,5,6,1,2200,0,0,1,0
9200.5,6.813,95990,0,1,7,1,1650,0,0,1,0
10690,7.655,110630,0,5,7,1,1650,0,0,1,0
4637.5,4.46,50190,0,4,7,1,1300,0,0,1,0
1618.5,3.439,20140,1,2,7,1,1200,0,1,0,0
3155.5,3.413,34340,0,3,9,0,550,1,0,0,0
167.5,2.902,4930,0,5,10,0,11400,0,0,0,1
13701.5,7.74,140255,0,2,6,0,2700,0,0,0,1
1644,3.662,20000,1,1,7,0,1650,0,0,0,1
15137.5,7.594,154750,1,5,8,1,650,0,1,0,0
10669.5,6.539,110375,0,5,9,0,450,0,1,0,0
12217.5,8.003,126010,1,3,9,1,550,0,1,0,0
13657,8.1,140195,1,3,7,1,1100,0,1,0,0
9134,6.249,95590,0,1,7,1,1650,0,0,1,0
6176,5.322,65355,0,1,8,1,850,1,0,0,0
13627.5,7.141,140070,1,2,7,1,1200,0,1,0,0
3069.5,2.122,32890,0,5,10,1,11400,0,0,1,0
9170.5,5.505,94650,0,3,7,1,1100,0,1,0,0
1699.5,4.194,20350,1,1,10,1,11350,0,0,1,0
1652.5,3.264,18855,0,3,8,0,1100,1,0,0,0
1681.5,4.031,19645,1,4,7,1,1300,0,0,1,0
15104,6.563,153960,0,2,9,1,400,0,1,0,0
1677,3.261,19190,0,1,8,0,850,1,0,0,0
213,3.73,6420,1,3,10,0,12000,0,0,0,1
190.5,2.963,4575,1,4,10,0,12000,0,0,0,1
150,2.724,3910,0,1,7,0,1650,0,0,0,1
4715.5,6.488,52330,0,2,10,0,11000,0,0,0,1
4623.5,4.403,49145,1,2,8,1,900,0,1,0,0
15128.5,7.648,155025,0,4,10,1,12000,0,0,1,0
3155,4.037,36010,1,3,6,1,2200,0,0,1,0
1697,4.335,19710,1,2,9,0,400,0,1,0,0
13715,8.659,140885,1,2,9,0,400,0,1,0,0
15182.5,7.611,155100,1,3,10,0,12000,0,0,0,1
12134.5,6.319,125680,1,3,9,0,550,0,1,0,0
6191.5,4.792,64540,1,2,10,1,11000,0,0,1,0
3276,5.376,37925,1,4,7,1,1300,0,0,1,0
6109,4.373,64555,0,2,10,1,11000,0,0,1,0
6116.5,4.058,64560,1,3,8,1,1100,0,1,0,0
9151,5.822,94630,0,2,8,0,900,0,1,0,0
134.5,2.733,3965,1,5,7,0,1650,0,0,0,1
9190,6.996,95695,1,2,7,1,1200,0,1,0,0
12162.5,6.786,124195,0,1,6,1,2000,0,0,1,0
12180,7.198,126160,0,5,7,0,1650,0,0,0,1
204,3.142,5925,1,4,7,0,1300,0,0,0,1
15220.5,8.587,156750,0,1,10,0,11350,0,0,0,1
10622,5.968,108435,0,1,6,1,2000,0,0,1,0
1608.5,3.125,18685,0,1,6,1,2000,0,0,1,0
13623,7.817,140070,0,5,8,0,650,0,1,0,0
4744,6.972,52125,1,5,6,1,2200,0,0,1,0
12159.5,6.891,125025,0,1,10,1,11350,0,0,1,0
3124,3.379,34205,0,5,8,0,650,1,0,0,0
4610,3.933,48685,1,1,6,1,2000,0,0,1,0
7677,6.181,79660,1,5,9,0,450,0,1,0,0
15091,6.435,153665,0,2,8,1,900,0,1,0,0
138,2.297,4715,1,2,6,0,2700,0,0,0,1
147.5,2.936,5450,1,2,8,1,900,0,1,0,0
190.5,3.371,6785,1,5,6,1,2200,0,0,1,0
13595,6.749,139225,0,3,7,0,1100,0,1,0,0
1676.5,4.423,21075,1,4,7,1,1300,0,0,1,0
3155.5,4.487,35175,0,3,9,1,550,1,0,0,0
1693,4.44,20525,0,4,6,1,2500,0,0,1,0
7607.5,5.289,79205,0,4,7,0,1300,0,0,0,1
12172.5,7.053,124860,0,1,8,1,850,0,1,0,0
4757.5,6.353,52210,1,3,8,1,1100,0,1,0,0
1686,4.179,21160,1,3,9,0,550,0,1,0,0
15100,7.047,153750,0,2,10,1,11000,0,0,1,0
4695,5.667,51960,1,3,8,0,1100,0,1,0,0
1676,4.501,20665,0,2,6,0,2700,0,0,0,1
7717.5,6.516,80925,0,4,8,1,800,0,1,0,0
13642,7.192,139220,0,3,6,0,2200,0,0,0,1
15086.5,6.509,153705,1,3,7,1,1100,0,1,0,0
12072.5,5.404,121920,0,4,9,1,260,0,1,0,0
9189,6.086,95375,0,1,7,1,1650,0,0,1,0
115,1.956,3970,1,4,6,0,2500,0,0,0,1
124,2.496,4265,1,2,6,1,2700,0,0,1,0
10609.5,5.917,109560,0,1,10,1,11350,0,0,1,0
15208.5,8.983,155760,1,3,10,1,12000,0,0,1,0
3128.5,4.238,34665,0,5,6,0,2200,0,0,0,1
13615,6.604,137810,0,2,8,1,900,0,1,0,0
231,3.805,6055,1,3,9,1,550,0,1,0,0
3147,3.659,34855,0,4,7,1,1300,0,0,1,0
207.5,4.399,7640,1,3,7,1,1100,0,1,0,0
3188.5,4.748,35420,0,1,6,0,2000,0,0,0,1
82,1.719,3055,0,2,10,0,11000,0,0,0,1
13630,7.07,139050,1,4,9,0,260,0,1,0,0
190,4.389,6040,0,5,9,0,450,1,0,0,0
121.5,2.696,4985,0,5,10,0,11400,0,0,0,1
4620,4.69,50555,1,2,8,0,900,0,1,0,0
9141,5.397,95205,0,2,10,1,11000,0,0,1,0
1657.5,4.366,21750,1,5,10,0,11400,0,0,0,1
9091.5,4.383,93420,0,5,6,0,2200,0,0,0,1
1598,2.757,18380,0,2,8,0,900,1,0,0,0
10706,8.019,111650,1,2,8,1,900,0,1,0,0
6141,4.883,65060,1,1,10,0,11350,0,0,0,1
1625.5,3.243,19405,0,1,6,0,2000,0,0,0,1
12193.5,7.175,126000,0,4,9,1,260,0,1,0,0
13708,8.81,142345,1,1,8,0,850,0,1,0,0
9181.5,6.164,95490,0,4,8,0,800,0,1,0,0
13701,8.804,141020,1,4,7,0,1300,0,0,0,1
12189,7.114,125825,1,5,8,0,650,0,1,0,0
176,3.531,5175,1,1,6,0,2000,0,0,0,1
13631.5,7.465,139580,0,3,8,1,1100,0,1,0,0
10644.5,6.786,110780,0,5,10,1,11400,0,0,1,0
7574,4.593,78350,0,1,10,0,11350,0,0,0,1
118,2.233,3070,0,1,6,0,2000,0,0,0,1
1671.5,3.545,18900,1,1,7,0,1650,0,0,0,1
13727.5,9.074,142500,1,2,10,1,11000,0,0,1,0
12157,6.918,125240,0,3,8,1,1100,0,1,0,0
4612.5,3.798,48590,0,4,7,1,1300,0,0,1,0
12092,6.029,123305,0,4,9,0,260,0,1,0,0
15166.5,7.499,156385,1,5,10,0,11400,0,0,0,1
4689,5.853,50795,1,3,6,0,2200,0,0,0,1
7640.5,5.701,79845,1,1,9,0,650,0,1,0,0
144.5,3.118,4805,0,1,8,0,850,1,0,0,0
10697,7.543,111610,1,2,8,1,900,0,1,0,0
12163,6.611,123825,0,1,6,1,2000,0,0,1,0
13630.5,7.469,139630,0,2,9,0,400,0,1,0,0
130.5,2.358,4070,1,2,7,0,1200,0,1,0,0
198,3.108,5780,0,4,6,0,2500,0,0,0,1
13616,6.749,138400,1,4,8,0,800,0,1,0,0
15270,8.773,157575,1,3,6,1,2200,0,0,1,0
1682.5,3.984,20015,0,2,10,1,11000,0,0,1,0
6159.5,4.9,64470,1,2,9,0,400,0,1,0,0
152,3.095,4935,1,2,9,1,400,0,1,0,0
4636,4.667,50055,0,4,7,0,1300,0,0,0,1
10680,7.637,112010,0,2,6,0,2700,0,0,0,1
15194.5,8.456,155950,1,3,10,1,12000,0,0,1,0
9174.5,6.066,95795,1,4,8,0,800,0,1,0,0
13668.5,7.699,138845,1,3,9,0,550,0,1,0,0
10690.5,6.749,110200,1,1,8,1,850,0,1,0,0
1602.5,2.983,18800,1,5,10,1,11400,0,0,1,0
226.5,3.301,5585,1,1,9,0,650,0,1,0,0
13709,8.543,141920,1,5,6,0,2200,0,0,0,1
15119,6.698,153760,0,1,6,1,2000,0,0,1,0
174.5,3.409,6390,0,2,10,1,11000,0,0,1,0
6144,4.812,63690,0,3,7,0,1100,1,0,0,0
7741.5,7.144,81920,1,2,10,0,11000,0,0,0,1
7611,5.123,78290,0,5,7,1,1650,0,0,1,0
6230,5.346,65730,1,4,9,0,260,0,1,0,0
1634.5,3.656,19595,0,3,8,0,1100,1,0,0,0
10636.5,6.11,109495,1,5,6,0,2200,0,0,0,1
132.5,2.24,3650,0,5,7,0,1650,0,0,0,1
4710.5,4.863,49775,1,1,7,1,1650,0,0,1,0
10627,5.958,109075,1,3,10,0,12000,0,0,0,1
168,2.608,4980,0,4,7,0,1300,0,0,0,1
3121.5,3.527,34040,0,3,6,0,2200,0,0,0,1
6190.5,6.12,65475,1,4,9,0,260,0,1,0,0
12147.5,6.783,124600,0,1,6,1,2000,0,0,1,0
7575.5,4.481,77820,0,1,10,0,11350,0,0,0,1
12122,6.33,124740,0,1,10,0,11350,0,0,0,1
13708,8.361,140675,1,5,8,0,650,0,1,0,0
4598.5,4.477,48625,0,2,10,1,11000,0,0,1,0
15208.5,9.199,157390,1,3,9,1,550,0,1,0,0
1611,3.034,19430,1,1,7,1,1650,0,0,1,0
15157.5,7.509,154585,1,4,7,0,1300,0,0,0,1
9185,6.803,96370,1,1,7,1,1650,0,0,1,0
9217.5,6.617,96360,1,4,9,1,260,0,1,0,0
15195.5,8.007,155300,0,1,9,1,650,0,1,0,0
156,3.331,5275,1,4,6,1,2500,0,0,1,0
4703,5.133,49980,0,1,7,1,1650,0,0,1,0
9096,4.444,92730,0,3,10,1,12000,0,0,1,0
6103,3.653,62275,0,2,9,0,400,1,0,0,0
4734.5,6.265,52230,1,2,9,1,400,0,1,0,0
1660.5,3.815,21050,1,5,10,1,11400,0,0,1,0
9155.5,5.765,94580,0,3,10,0,12000,0,0,0,1
9098,4.282,93260,0,2,6,0,2700,0,0,0,1
10708.5,7.925,111050,1,3,7,1,1100,0,1,0,0
1680.5,4.416,20555,1,1,6,1,2000,0,0,1,0
3197,4.501,35840,0,3,7,1,1100,1,0,0,0
9107.5,4.812,94520,0,3,10,1,12000,0,0,1,0
6167,4.968,64290,0,1,8,1,850,1,0,0,0
158,2.696,4290,0,3,7,1,1100,1,0,0,0
4639.5,4.673,49575,1,5,7,0,1650,0,0,0,1
15143.5,7.529,155325,1,3,7,1,1100,0,1,0,0
185,3.338,4510,1,4,8,0,800,0,1,0,0
13672,7.936,139730,1,1,8,1,850,0,1,0,0
12095,5.62,122700,0,3,9,1,550,0,1,0,0
4587.5,3.565,47450,1,2,9,1,400,0,1,0,0
10642,6.465,108865,0,1,6,0,2000,0,0,0,1
10659.5,6.834,109505,0,5,7,0,1650,0,0,0,1
159,3.193,4680,0,4,6,1,2500,0,0,1,0
10646.5,6.681,110085,0,4,9,1,260,0,1,0,0
178,3.213,4455,0,2,8,0,900,1,0,0,0
183.5,3.155,5850,1,5,8,0,650,0,1,0,0
4648,4.883,50740,1,4,9,0,260,0,1,0,0
4660,4.734,49785,1,5,9,1,450,0,1,0,0
15116,6.641,153545,0,2,10,0,11000,0,0,0,1
7614.5,4.907,78700,1,2,8,0,900,0,1,0,0
10662.5,7.063,109285,1,4,8,1,800,0,1,0,0
7666,5.877,79575,0,2,7,0,1200,0,1,0,0
1651.5,3.416,19305,0,2,6,1,2700,0,0,1,0
12137.5,6.884,125320,1,2,9,0,400,0,1,0,0
15113.5,6.975,154825,1,1,6,1,2000,0,0,1,0
213,4.014,6070,1,1,10,1,11350,0,0,1,0
10699.5,7.259,110925,1,2,10,1,11000,0,0,1,0
9155,5.65,95080,0,2,8,0,900,0,1,0,0
10712.5,8.453,111070,1,2,7,1,1200,0,1,0,0
170.5,4.133,4865,0,2,10,0,11000,0,0,0,1
1677,4.329,19670,1,3,8,0,1100,0,1,0,0
12169.5,6.752,125190,1,4,6,1,2500,0,0,1,0
10622.5,5.85,109060,1,1,6,1,2000,0,0,1,0
10651,7.019,111070,1,5,8,0,650,0,1,0,0
4681.5,5.37,49740,0,2,10,0,11000,0,0,0,1
4666.5,4.856,50450,1,3,9,0,550,0,1,0,0
4695.5,5.562,51495,1,3,6,1,2200,0,0,1,0
12215.5,7.263,125895,1,3,9,1,550,0,1,0,0
6088,3.71,62920,0,3,10,1,12000,0,0,1,0
13714,8.314,140520,1,5,8,1,650,0,1,0,0
3134.5,3.47,34290,0,4,7,1,1300,0,0,1,0
13632,7.962,140955,0,3,8,1,1100,0,1,0,0
6171,5.149,66440,0,2,7,1,1200,1,0,0,0
3185,3.345,35200,0,2,10,0,11000,0,0,0,1
124,2.104,4885,0,5,6,0,2200,0,0,0,1
13643,7.476,138940,0,1,10,0,11350,0,0,0,1
13688.5,8.215,140875,1,3,9,0,550,0,1,0,0
15188.5,7.638,155015,0,2,10,1,11000,0,0,1,0
7643.5,6.302,81010,1,1,6,0,2000,0,0,0,1
12200.5,7.313,125415,0,1,10,0,11350,0,0,0,1
15144,7.476,153745,0,4,10,1,12000,0,0,1,0
3172.5,3.784,35445,1,4,8,0,800,0,1,0,0
13586,6.813,138915,0,2,6,1,2700,0,0,1,0
7620.5,5.15,78210,1,2,10,0,11000,0,0,0,1
1678.5,4.312,20345,0,2,8,0,900,1,0,0,0
9182.5,6.401,95800,0,5,10,0,11400,0,0,0,1
3137,3.017,34400,1,2,9,1,400,0,1,0,0
244,4.802,7260,1,3,8,1,1100,0,1,0,0
13676.5,8.206,139880,0,2,6,1,2700,0,0,1,0
12189,7.398,125675,0,3,6,0,2200,0,0,0,1
1633,2.926,19665,0,5,7,1,1650,0,0,1,0
245.5,4.673,7810,1,3,8,0,1100,0,1,0,0
6141,4.487,64375,0,5,6,1,2200,0,0,1,0
4607.5,4.342,48050,0,4,7,0,1300,0,0,0,1
9168.5,5.941,95835,1,2,10,0,11000,0,0,0,1
212,3.683,5470,1,1,6,1,2000,0,0,1,0
1638,3.581,20550,1,1,9,0,650,0,1,0,0
4673,4.974,51420,1,2,6,1,2700,0,0,1,0
6172.5,5.41,66460,1,1,7,0,1650,0,0,0,1
9268,7.797,97530,1,5,8,1,650,0,1,0,0
4637.5,4.72,50310,0,3,6,1,2200,0,0,1,0
1636.5,2.93,18190,0,5,7,0,1650,0,0,0,1
254.5,4.119,7120,1,4,8,0,800,0,1,0,0
6201,5.143,65305,1,5,6,0,2200,0,0,0,1
9189,6.184,95480,1,4,6,0,2500,0,0,0,1
207.5,3.277,5595,1,5,9,1,450,0,1,0,0
12179.5,7.59,126175,0,1,6,0,2000,0,0,0,1
6168,4.825,64975,1,2,9,0,400,0,1,0,0
6103,4.22,64235,0,3,6,1,2200,0,0,1,0
13733,8.804,141545,0,3,6,1,2200,0,0,1,0
1692.5,4.737,21845,1,5,6,1,2200,0,0,1,0
200,3.598,5535,1,5,9,1,450,0,1,0,0
12168.5,6.114,123890,0,1,9,1,650,0,1,0,0
10713.5,7.641,111135,1,3,8,1,1100,0,1,0,0
4699.5,5.643,50850,1,2,10,1,11000,0,0,1,0
1655,4.26,19830,0,3,8,0,1100,1,0,0,0
167.5,3.092,4960,0,4,10,1,12000,0,0,1,0
15127,7.492,154005,0,3,8,1,1100,0,1,0,0
4625.5,4.383,47935,1,4,10,1,12000,0,0,1,0
10708,8.54,111705,0,3,6,0,2200,0,0,0,1
1697.5,3.781,20465,0,4,9,0,260,1,0,0,0
3203,4.751,35905,0,2,8,0,900,1,0,0,0
12192,7.313,126020,1,1,9,0,650,0,1,0,0
6233,5.681,66205,1,4,10,1,12000,0,0,1,0
4671.5,4.086,48475,0,3,10,1,12000,0,0,1,0
12236,7.712,126805,0,1,6,0,2000,0,0,0,1
3230,5.042,35920,1,2,8,0,900,0,1,0,0
13654.5,7.212,139035,0,2,8,0,900,0,1,0,0
1592.5,3.091,19075,0,1,6,0,2000,0,0,0,1
4722.5,5.359,52010,1,1,6,0,2000,0,0,0,1
1653,3.335,18515,0,2,6,0,2700,0,0,0,1
12157,6.84,125110,0,1,7,0,1650,0,0,0,1
13696,8.321,140910,0,2,9,1,400,0,1,0,0
10684,7.482,111795,1,5,10,0,11400,0,0,0,1
6074.5,2.913,63125,0,5,7,1,1650,0,0,1,0
1585,2.48,17520,1,2,9,0,400,0,1,0,0
1693.5,4.947,20900,0,1,10,1,11350,0,0,1,0
10724,7.117,111225,1,2,6,0,2700,0,0,0,1
4547,2.957,46750,0,1,7,1,1650,0,0,1,0
148,2.902,5155,0,3,9,0,550,1,0,0,0
12134.5,6.475,124165,0,2,10,0,11000,0,0,0,1
4686,4.903,50000,1,5,9,1,450,0,1,0,0
12114.5,5.897,124655,1,1,8,1,850,0,1,0,0
3148,3.791,34970,0,2,9,0,400,1,0,0,0
3195.5,4.319,35250,0,2,10,0,11000,0,0,0,1
6117,3.987,64320,1,1,9,0,650,0,1,0,0
12095,5.694,123355,0,4,9,0,260,0,1,0,0
10662.5,6.677,110325,1,2,7,0,1200,0,1,0,0
7642.5,5.424,79330,0,1,7,1,1650,0,0,1,0
12216.5,7.925,127195,1,3,9,0,550,0,1,0,0
7541,3.657,76265,0,4,7,1,1300,0,0,1,0
10640,7.34,110445,1,1,6,1,2000,0,0,1,0
7639,5.039,78165,0,1,6,1,2000,0,0,1,0
3172,4.079,35500,0,5,10,1,11400,0,0,1,0
4730,5.383,51335,0,4,6,1,2500,0,0,1,0
6225,5.988,66210,1,2,9,1,400,0,1,0,0
9206,6.492,95785,0,2,9,0,400,0,1,0,0
3140,2.724,32415,0,3,8,0,1100,1,0,0,0
3195.5,4.035,35020,0,4,9,1,260,1,0,0,0
10666.5,6.803,109255,0,5,7,0,1650,0,0,0,1
10573.5,5.461,108600,0,4,9,1,260,0,1,0,0
7597.5,4.481,78410,0,2,10,0,11000,0,0,0,1
12086.5,5.377,122550,0,1,10,0,11350,0,0,0,1
10673.5,7.067,109665,0,2,7,0,1200,0,1,0,0
12118.5,6.516,124740,1,2,10,1,11000,0,0,1,0
7680.5,6.306,80070,1,2,6,1,2700,0,0,1,0
7664,5.633,79600,1,4,10,1,12000,0,0,1,0
3139,3.592,33805,0,5,8,0,650,1,0,0,0
1618,3.436,18955,0,3,9,1,550,1,0,0,0
1646.5,3.747,19195,1,3,8,1,1100,0,1,0,0
13686.5,8.587,141965,1,5,6,1,2200,0,0,1,0
15148,7.543,154570,0,5,10,0,11400,0,0,0,1
3181,3.95,34780,0,1,8,0,850,1,0,0,0
4705,6.001,51880,1,4,8,1,800,0,1,0,0
12225,7.398,126745,1,4,10,0,12000,0,0,0,1
15199.5,8.142,155550,0,1,7,1,1650,0,0,1,0
7652,5.887,79665,1,5,8,0,650,0,1,0,0
4675,5.072,49670,0,3,10,0,12000,0,0,0,1
6152.5,4.754,65110,0,3,8,0,1100,1,0,0,0
12221,7.573,126210,1,2,8,0,900,0,1,0,0
6145.5,5.045,64545,1,4,6,0,2500,0,0,0,1
3211,4.599,36460,0,1,10,1,11350,0,0,1,0
4703.5,5.018,50130,0,1,7,0,1650,0,0,0,1
10687.5,8.155,111030,0,2,7,1,1200,0,1,0,0
1651,3.943,19420,1,3,8,0,1100,0,1,0,0
10722.5,7.837,112240,1,5,9,1,450,0,1,0,0
6048,3.153,61950,0,3,9,1,550,1,0,0,0
7654,5.542,79555,0,3,10,0,12000,0,0,0,1
12126,5.941,124220,1,3,8,0,1100,0,1,0,0
13585,6.374,138140,0,3,9,1,550,0,1,0,0
6118.5,4.552,64400,1,1,6,1,2000,0,0,1,0
4600.5,3.636,48640,0,1,7,1,1650,0,0,1,0
76.5,1.145,2715,0,1,9,0,650,1,0,0,0
6140,4.471,63950,1,4,10,1,12000,0,0,1,0
3108,3.304,34285,1,5,7,0,1650,0,0,0,1
9170,5.36,93915,0,5,6,0,2200,0,0,0,1
12183.5,7.57,125850,1,1,8,0,850,0,1,0,0
12068,5.225,122285,1,1,8,0,850,0,1,0,0
3197,4.291,35750,1,4,8,1,800,0,1,0,0
13641,7.313,139305,1,2,9,1,400,0,1,0,0
7722.5,6.525,81380,0,1,8,0,850,0,1,0,0
9179.5,6.486,95375,0,3,9,1,550,0,1,0,0
4659.5,4.153,48860,0,4,9,0,260,1,0,0,0
4658,4.683,50180,0,5,8,1,650,1,0,0,0
9150,6.124,95525,1,5,8,1,650,0,1,0,0
12145.5,6.36,125245,1,5,8,1,650,0,1,0,0
6239,5.913,67375,1,2,9,1,400,0,1,0,0
15172,7.074,153680,0,4,9,0,260,0,1,0,0
9137,5.295,94840,0,1,6,0,2000,0,0,0,1
7735,7.03,81670,0,2,9,1,400,0,1,0,0
1698.5,3.808,20125,1,5,9,1,450,0,1,0,0
3165.5,4.389,36165,1,2,9,1,400,0,1,0,0
3262,5.788,37825,1,2,10,1,11000,0,0,1,0
9162.5,5.431,94065,1,3,7,0,1100,0,1,0,0
12140.5,6.07,124005,0,4,6,1,2500,0,0,1,0
6172.5,4.822,64820,1,4,10,1,12000,0,0,1,0
4702,5.281,52180,1,1,6,0,2000,0,0,0,1
163,2.672,5275,1,2,10,1,11000,0,0,1,0
4655.5,5.163,51550,0,5,8,0,650,1,0,0,0
7671,6.336,80975,0,1,8,1,850,0,1,0,0
9177.5,6.515,96110,1,3,6,0,2200,0,0,0,1
4636.5,4.325,49995,1,5,9,0,450,0,1,0,0
4693,5.359,50990,1,5,6,0,2200,0,0,0,1
1679,4.497,20440,0,3,9,0,550,1,0,0,0
12121,6.373,125205,1,4,9,0,260,0,1,0,0
6161.5,4.346,64630,0,1,10,0,11350,0,0,0,1
15137,7.209,153570,1,4,10,1,12000,0,0,1,0
13689,8.851,142835,1,1,8,1,850,0,1,0,0
1639,3.466,19890,0,2,8,1,900,1,0,0,0
123,2.466,4800,0,1,9,1,650,1,0,0,0
7614,4.91,79245,0,2,7,0,1200,0,1,0,0
4626.5,4.102,49215,0,1,8,0,850,1,0,0,0
114.5,2.645,4945,0,5,8,1,650,1,0,0,0
10593.5,5.735,108385,1,3,8,0,1100,0,1,0,0
9197.5,6.607,95790,1,5,8,0,650,0,1,0,0
4735.5,6.032,51760,0,5,9,1,450,1,0,0,0
3122,2.885,34900,0,1,10,1,11350,0,0,1,0
15081,6.614,152980,0,4,9,1,260,0,1,0,0
9197,6.255,95310,1,5,7,0,1650,0,0,0,1
1645.5,3.565,19925,0,4,6,0,2500,0,0,0,1
13611.5,6.921,139730,0,4,7,0,1300,0,0,0,1
10669.5,6.655,109655,0,1,7,0,1650,0,0,0,1
13618.5,6.712,138830,1,5,7,0,1650,0,0,0,1
